CustomerSAPCode,CustomerName,SiteSAPCode,SiteName,ProductSAPCode,ProductTelRef,ProductName,Timestamp,Received Date,Report Date,Report Time,Oil Age in Hours,Interpretation,FCA Term Found,FCA Fault Code,FCA Service,AN,BN,NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,ZR,CD,S,KV40,KV100,Water KF Oven,Soot,Partical Count 4,Particle Count 6,Particle Count 14,ISO Code (3 figure),Flash FTIR,Diesel % in Oil,BN IP276,Ox Drect Area,Glycol %,PQ Index,Neut No.,Water,PRVOT,Status
,BELL EQUIPMENT UK LTD,,BELL,,5832652,BELL BORATE OIL,24/11/2022 00:00:00,2022-11-23,2022-11-24,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,8.8,12.0,2.7,0.4,8.7,54.0,0.0,0.7,5.3,0.0,1.4,0.4,0.1,0.0,3695.0,24.0,1079.0,113.0,1461.0,0.3,0.0,0.0,,0.0,,111.9,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5832653,BELL BORATE OIL,24/11/2022 00:00:00,2022-11-23,2022-11-24,1,,Visible debris present (metal / metal-like particles). The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample. Resample at the next service intervention.,copper,Wear Metals,Training,,,11.0,31.0,13.0,1.3,70.0,403.0,35.0,3.0,4.5,0.0,3.4,0.6,0.1,0.4,3300.0,22.0,1036.0,111.0,1325.0,0.5,0.1,2.6,,0.0,,106.9,,,,,,,,,,,,,65,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5832659,BELL BORATE OIL,24/11/2022 00:00:00,2022-11-23,2022-11-24,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,10.0,1.3,0.3,1.4,42.0,0.0,0.0,1.0,0.0,1.2,0.0,0.0,0.0,3699.0,10.0,1100.0,111.0,1453.0,0.8,0.0,0.0,,0.0,,105.5,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5832662,BELL BORATE OIL,24/11/2022 00:00:00,2022-11-23,2022-11-24,1,,Condition satisfactory. ,satisfactory,Satisfactory,N/A,,,20.0,24.0,7.0,1.2,175.0,289.0,7.7,2.8,2.1,0.0,3.1,0.6,0.1,0.2,3350.0,18.0,1072.0,110.0,1352.0,0.8,0.4,18.0,,0.0,,109.0,,,,,,,,,,,,,47,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5832663,BELL BORATE OIL,24/11/2022 00:00:00,2022-11-23,2022-11-24,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,16.0,15.0,5.6,0.5,42.0,126.0,0.0,1.5,1.4,0.0,1.3,0.2,0.0,0.0,3588.0,14.0,1081.0,104.0,1433.0,0.2,0.0,13.0,,0.0,,110.5,,,,,,,,,,,,,16,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4256382,BELL BORATE OIL,25/11/2022 00:00:00,2022-11-25,2022-11-25,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,6.3,2.7,0.6,31.0,212.0,2.0,0.8,0.9,0.0,1.7,0.1,0.0,0.5,3418.0,11.0,1095.0,104.0,1397.0,0.2,0.1,0.9,,0.0,,106.9,,,,,,,,,,,,,23,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4256383,BELL BORATE OIL,25/11/2022 00:00:00,2022-11-25,2022-11-25,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,19.0,8.7,2.0,69.0,825.0,2.4,2.8,1.4,0.0,5.7,0.4,0.1,0.7,4220.0,16.0,1333.0,126.0,1699.0,1.2,0.1,2.9,,0.0,,110.1,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4256384,BELL BORATE OIL,25/11/2022 00:00:00,2022-11-25,2022-11-25,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,11.0,3.2,0.1,0.6,19.0,1.1,0.0,0.8,0.0,0.3,0.2,0.1,0.4,3653.0,12.0,1123.0,117.0,1456.0,0.2,0.1,1.7,,0.0,,109.3,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5481155,BELL BORATE OIL,25/11/2022 00:00:00,2022-11-25,2022-11-25,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,9.3,2.9,0.5,12.0,236.0,0.9,1.4,0.4,0.0,1.9,0.1,0.1,0.1,3491.0,12.0,1087.0,110.0,1425.0,0.4,0.0,1.3,,0.0,,116.5,,,,,,,,,,,,,57,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5481158,BELL BORATE OIL,25/11/2022 00:00:00,2022-11-25,2022-11-25,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,10.0,3.7,0.2,9.1,155.0,1.2,0.9,0.5,0.0,1.4,0.1,0.1,0.1,3580.0,12.0,1121.0,113.0,1457.0,0.4,0.0,1.1,,0.0,,116.3,,,,,,,,,,,,,23,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5481159,BELL BORATE OIL,25/11/2022 00:00:00,2022-11-25,2022-11-25,0,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,15.0,7.8,2.2,0.4,15.0,304.0,0.2,0.4,0.4,0.0,2.2,0.1,0.1,0.1,3314.0,11.0,1051.0,104.0,1344.0,0.5,0.1,0.5,,0.0,,114.7,,,,,,,,,,,,,44,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5177765,BELL BORATE OIL,26/11/2022 00:00:00,2022-11-25,2022-11-26,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,11.0,1.7,0.6,11.0,71.0,0.0,1.4,3.6,0.0,1.6,0.2,0.1,0.1,3662.0,20.0,1177.0,104.0,1540.0,0.5,0.3,1.8,,0.0,,106.8,,,,,,,,,,,,,11,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5177766,BELL BORATE OIL,26/11/2022 00:00:00,2022-11-25,2022-11-26,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,12.0,3.2,0.8,25.0,101.0,0.0,1.5,3.6,0.0,2.1,0.2,0.1,0.1,3801.0,20.0,1183.0,107.0,1587.0,0.6,0.3,2.2,,0.0,,107.2,,,,,,,,,,,,,20,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5177767,BELL BORATE OIL,26/11/2022 00:00:00,2022-11-25,2022-11-26,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,14.0,3.2,0.9,82.0,140.0,0.0,2.4,3.5,0.0,2.4,0.3,0.1,0.1,3587.0,22.0,1157.0,103.0,1487.0,0.8,0.4,3.3,,0.0,,108.7,,,,,,,,,,,,,21,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5450894,BELL BORATE OIL,26/11/2022 00:00:00,2022-11-25,2022-11-26,1,900,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,13.0,3.5,1.4,24.0,120.0,0.0,1.7,0.3,0.0,3.6,0.5,0.1,0.1,2781.0,11.0,1344.0,72.0,1131.0,0.7,0.3,1.3,,0.0,,128.3,,,,,,,,,,,,,27,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5450897,BELL BORATE OIL,26/11/2022 00:00:00,2022-11-25,2022-11-26,1,900,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,12.0,3.5,1.4,35.0,162.0,0.0,1.7,0.4,0.0,4.3,0.6,0.1,0.1,2659.0,10.0,1338.0,70.0,1101.0,0.9,0.2,1.2,,0.0,,128.9,,,,,,,,,,,,,50,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5450898,BELL BORATE OIL,26/11/2022 00:00:00,2022-11-25,2022-11-26,1,900,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,13.0,3.5,1.4,34.0,160.0,0.0,2.3,0.4,0.0,4.3,0.5,0.1,0.1,2695.0,11.0,1299.0,69.0,1091.0,1.0,0.2,1.4,,0.0,,128.2,,,,,,,,,,,,,37,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5832499,BELL BORATE OIL,26/11/2022 00:00:00,2022-11-25,2022-11-26,1,500,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,7.4,1.9,0.6,10.0,123.0,0.0,1.7,2.3,0.0,1.1,0.1,0.1,0.1,3003.0,33.0,982.0,89.0,1300.0,0.4,0.2,1.9,,0.0,,96.8,,,,,,,,,,,,,16,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5832495,BELL BORATE OIL,28/11/2022 00:00:00,2022-11-25,2022-11-28,3,500,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..,debris,Possible Sample Issue,Training,,,12.0,6.8,1.9,0.5,16.0,107.0,1.5,1.8,2.2,0.0,1.0,0.1,0.1,0.1,2781.0,37.0,928.0,82.0,1243.0,0.3,0.2,2.9,,0.0,,93.9,,,,,,,,,,,,,12,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5832496,BELL BORATE OIL,28/11/2022 00:00:00,2022-11-25,2022-11-28,3,500,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..,debris,Possible Sample Issue,Training,,,14.0,8.6,1.9,0.6,44.0,145.0,4.0,1.8,2.4,0.0,1.2,0.1,0.1,0.1,3411.0,24.0,1097.0,106.0,1471.0,0.4,0.2,4.2,,0.0,,113.6,,,,,,,,,,,,,23,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5835912,BELL BORATE OIL,01/12/2022 00:00:00,2022-11-30,2022-12-01,1,1190,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..,debris,Possible Sample Issue,Training,,,10.0,12.0,4.2,1.0,47.0,132.0,1.0,0.2,2.6,0.0,3.7,0.4,0.1,0.1,2637.0,11.0,1429.0,89.0,1088.0,0.3,0.1,1.4,,0.0,,127.4,,,,,,,,,,,,,26,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5835915,BELL BORATE OIL,01/12/2022 00:00:00,2022-11-30,2022-12-01,1,1190,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..,debris,Possible Sample Issue,Training,,,11.0,12.0,3.8,0.9,36.0,137.0,1.0,1.1,2.6,0.0,3.4,0.4,0.1,0.1,2672.0,12.0,1453.0,91.0,1103.0,0.2,0.1,1.3,,0.0,,126.9,,,,,,,,,,,,,27,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5835916,BELL BORATE OIL,01/12/2022 00:00:00,2022-11-30,2022-12-01,1,1190,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..,debris,Possible Sample Issue,Training,,,12.0,8.9,3.0,0.6,28.0,82.0,0.3,0.2,3.2,0.0,2.7,0.2,0.1,0.1,3030.0,13.0,1364.0,103.0,1239.0,0.2,0.1,1.3,,0.0,,120.6,,,,,,,,,,,,,14,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5835926,BELL BORATE OIL,01/12/2022 00:00:00,2022-11-30,2022-12-01,1,1500,Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,3.0,2.5,1.0,0.2,3.0,20.0,0.3,0.9,0.1,0.0,0.4,0.1,0.0,0.3,77.0,3.1,353.0,6.8,415.0,0.0,0.0,0.0,,0.0,,42.5,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5835927,BELL BORATE OIL,01/12/2022 00:00:00,2022-11-30,2022-12-01,1,1500,High viscosity noted. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled.,viscosity,Fluid Condition,Training,,,9.5,14.0,11.0,6.9,137.0,1175.0,2.0,2.4,0.5,0.0,22.0,2.6,0.2,0.4,97.0,4.7,2000.0,11.0,129.0,5.2,0.1,1.2,,0.0,,197.0,,,,,,,,,,,,,35,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5835923,BELL BORATE OIL,02/12/2022 00:00:00,2022-11-30,2022-12-02,2,1500,Viscosity not consistent with stated grade. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample.,viscosity,Fluid Condition,Training,,,9.3,23.0,17.0,7.7,148.0,1146.0,1.6,2.5,1.3,0.0,25.0,2.6,0.2,0.4,41.0,5.7,2000.0,5.8,94.0,3.9,0.2,2.3,,0.0,,198.0,,,,,,,,,,,,,27,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5716660,BELL BORATE OIL,07/12/2022 00:00:00,2022-12-07,2022-12-07,0,,Sample bottle appears to have arrived empty. Advice : Possible sampling problem; advise resample to confirm.,possible sampling problem,Possible Sample Issue,Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5716661,BELL BORATE OIL,07/12/2022 00:00:00,2022-12-07,2022-12-07,0,,Sample bottle appears to have arrived empty. Advice : Possible sampling problem; advise resample to confirm.,possible sampling problem,Possible Sample Issue,Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5716662,BELL BORATE OIL,07/12/2022 00:00:00,2022-12-07,2022-12-07,0,,Sample bottle appears to have arrived empty. Advice : Possible sampling problem; advise resample to confirm.,possible sampling problem,Possible Sample Issue,Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4634868,BELL BORATE OIL,08/12/2022 00:00:00,2022-12-07,2022-12-08,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,7.2,7.1,3.4,0.4,8.6,61.0,0.0,1.1,4.1,0.0,0.8,0.1,0.1,0.1,2464.0,18.0,854.0,82.0,1101.0,0.1,0.1,1.0,,0.0,,84.4,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4634869,BELL BORATE OIL,08/12/2022 00:00:00,2022-12-07,2022-12-08,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,7.6,7.6,3.5,0.4,9.5,65.0,0.0,1.2,4.0,0.0,0.8,0.1,0.1,0.1,2651.0,19.0,902.0,90.0,1174.0,0.1,0.1,0.9,,0.1,,85.3,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4634872,BELL BORATE OIL,08/12/2022 00:00:00,2022-12-07,2022-12-08,1,,Condition satisfactory. ,satisfactory,Satisfactory,N/A,,,2.8,4.5,1.7,0.4,7.9,50.0,0.6,1.5,3.2,0.1,0.8,0.2,0.1,0.2,1052.0,21.0,512.0,39.0,651.0,0.2,0.1,0.0,,0.1,,61.5,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4646779,BELL BORATE OIL,08/12/2022 00:00:00,2022-12-07,2022-12-08,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,13.0,4.1,0.4,14.0,67.0,0.2,0.1,1.6,0.0,0.7,0.2,0.1,0.3,3641.0,12.0,1129.0,117.0,1479.0,0.5,0.1,3.5,,0.0,,113.2,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4646780,BELL BORATE OIL,08/12/2022 00:00:00,2022-12-07,2022-12-08,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,13.0,3.8,0.4,13.0,57.0,0.0,0.6,1.4,0.0,0.6,0.3,0.1,1.6,3800.0,13.0,1165.0,122.0,1530.0,0.4,0.1,4.2,,0.0,,113.1,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4646781,BELL BORATE OIL,08/12/2022 00:00:00,2022-12-07,2022-12-08,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,16.0,3.8,0.4,9.6,62.0,0.1,1.0,1.4,0.0,0.6,0.3,0.1,0.2,3738.0,12.0,1140.0,120.0,1505.0,0.5,0.1,4.1,,0.0,,110.8,,,,,,,,,,,,,11,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5177773,BELL BORATE OIL,08/12/2022 00:00:00,2022-12-07,2022-12-08,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,26.0,6.6,1.3,68.0,140.0,1.5,2.6,3.2,0.4,3.7,0.8,0.4,0.6,3811.0,21.0,1181.0,134.0,1550.0,1.2,0.4,1.6,,0.4,,107.4,,,,,,,,,,,,,30,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5177776,BELL BORATE OIL,08/12/2022 00:00:00,2022-12-07,2022-12-08,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,13.0,3.8,0.8,32.0,120.0,0.4,0.7,2.0,0.0,2.9,0.3,0.1,1.3,3672.0,22.0,1252.0,120.0,1497.0,0.8,0.1,0.7,,0.0,,109.8,,,,,,,,,,,,,19,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5456972,BELL BORATE OIL,08/12/2022 00:00:00,2022-12-07,2022-12-08,1,2000,Visible debris present. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Resample at the next service intervention.,copper,Wear Metals,Training,,,13.0,22.0,5.3,1.1,52.0,129.0,5.2,2.0,2.0,0.0,4.4,0.5,0.1,0.4,3830.0,15.0,1180.0,127.0,1539.0,2.8,0.1,2.0,,0.0,,106.7,,,,,,,,,,,,,24,,0.1,,Caution
,BELL EQUIPMENT UK LTD,,BELL,,5456973,BELL BORATE OIL,08/12/2022 00:00:00,2022-12-07,2022-12-08,1,2000,Non-homogenous appearance. Free water present. The levels of Silicon and Aluminium suggest the ingress of dirt contamination. The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Advice : Change fluid and check unit for source of contamination.,copper,Wear Metals,Training,,,16.0,192.0,46.0,1.9,52.0,206.0,2.4,1.6,2.5,0.0,10.0,2.1,0.2,1.7,3912.0,26.0,1183.0,129.0,1551.0,7.0,0.2,17.0,,0.1,,106.4,,,,,,,,,,,,,58,,0.3,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5467308,BELL BORATE OIL,14/12/2022 00:00:00,2022-12-14,2022-12-14,0,920,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,16.0,2.6,1.3,14.0,129.0,4.6,0.0,4.4,0.0,3.7,0.2,0.1,0.4,3003.0,11.0,1541.0,99.0,1241.0,1.8,0.5,1.1,,0.0,,122.7,,,,,,,,,,,,,21,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5467311,BELL BORATE OIL,14/12/2022 00:00:00,2022-12-14,2022-12-14,0,920,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,10.0,3.7,1.1,15.0,96.0,3.8,0.2,4.6,0.0,4.1,0.2,0.1,0.3,2695.0,10.0,1538.0,92.0,1107.0,2.1,0.1,0.9,,0.0,,127.9,,,,,,,,,,,,,14,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5467312,BELL BORATE OIL,14/12/2022 00:00:00,2022-12-14,2022-12-14,0,920,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,11.0,5.3,1.1,16.0,112.0,3.4,0.0,4.8,0.0,4.0,0.2,0.1,0.2,2853.0,10.0,1524.0,95.0,1182.0,2.2,0.1,1.1,,0.0,,125.3,,,,,,,,,,,,,11,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5496852,BELL BORATE OIL,14/12/2022 00:00:00,2022-12-14,2022-12-14,0,1575,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,18.0,30.0,7.7,0.7,18.0,71.0,0.9,0.0,0.7,0.3,1.2,0.4,0.1,0.5,3753.0,14.0,1190.0,128.0,1478.0,0.5,2.3,3.4,,0.0,,106.9,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5496851,BELL BORATE OIL,15/12/2022 00:00:00,2022-12-14,2022-12-15,1,1575,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,13.0,3.8,0.9,24.0,106.0,0.7,0.0,0.7,0.0,3.0,0.4,0.1,0.2,3040.0,9.6,1261.0,98.0,1231.0,0.6,0.1,1.4,,0.0,,115.5,,,,,,,,,,,,,37,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5496854,BELL BORATE OIL,15/12/2022 00:00:00,2022-12-14,2022-12-15,1,1575,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,13.0,3.7,0.8,45.0,98.0,1.9,0.0,1.0,0.0,3.3,0.3,0.0,0.4,2939.0,9.1,1230.0,94.0,1207.0,0.5,0.1,1.4,,0.0,,117.3,,,,,,,,,,,,,33,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5496855,BELL BORATE OIL,15/12/2022 00:00:00,2022-12-14,2022-12-15,1,1575,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,14.0,8.3,1.5,64.0,199.0,0.6,0.2,1.0,0.0,5.0,0.4,0.1,0.1,2713.0,9.0,1310.0,89.0,1100.0,1.0,0.1,1.6,,0.0,,122.9,,,,,,,,,,,,,26,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,5250017,BELL BORATE OIL,21/12/2022 00:00:00,2022-12-21,2022-12-21,0,2000,Viscosity not consistent with stated grade. Visible debris present (metal / metal-like particles). The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.  ,viscosity,Fluid Condition,Training,,,6.2,9.1,9.0,2.3,185.0,419.0,3.4,4.1,0.6,0.0,12.0,0.9,0.1,0.2,328.0,3.4,1942.0,18.0,207.0,2.0,0.2,1.0,,0.0,,179.8,,,,,,,,,,,,,41,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5250018,BELL BORATE OIL,21/12/2022 00:00:00,2022-12-21,2022-12-21,0,2000,Viscosity not consistent with stated grade but consistent with previous sample. Visible debris present. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.  ,viscosity,Fluid Condition,Training,,,5.9,12.0,7.1,4.5,133.0,855.0,1.7,5.8,1.0,0.0,18.0,1.0,0.2,0.2,66.0,3.8,2000.0,8.5,60.0,4.1,0.0,0.9,,0.0,,191.7,,,,,,,,,,,,,114,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,5250021,BELL BORATE OIL,21/12/2022 00:00:00,2022-12-21,2022-12-21,0,2000,Viscosity not consistent with stated grade but consistent with previous sample. Visible debris present. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.  ,viscosity,Fluid Condition,Training,,,4.2,4.9,3.1,1.3,95.0,213.0,0.7,1.3,0.4,0.0,9.1,0.4,0.1,0.1,126.0,2.3,1748.0,7.9,85.0,0.8,0.1,0.2,,0.0,,187.8,,,,,,,,,,,,,16,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4708526,BELL BORATE OIL,22/12/2022 00:00:00,2022-12-21,2022-12-22,1,,Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.,viscosity,Fluid Condition,Training,,,2.3,5.5,2.9,1.0,15.0,51.0,1.0,0.0,0.6,0.0,0.7,0.2,0.1,0.2,1156.0,11.0,539.0,42.0,701.0,0.1,0.0,0.2,,0.0,,57.3,,,,,,,,,,,,,10,,0.1,,Serious
,BELL EQUIPMENT UK LTD,,BELL,,4708527,BELL BORATE OIL,22/12/2022 00:00:00,2022-12-21,2022-12-22,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,10.0,5.7,2.1,38.0,96.0,1.3,0.8,3.6,1.4,2.4,1.5,1.2,1.6,2846.0,13.0,930.0,108.0,1203.0,1.6,1.0,2.6,,1.4,,96.4,,,,,,,,,,,,,15,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4708531,BELL BORATE OIL,22/12/2022 00:00:00,2022-12-21,2022-12-22,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,9.3,4.2,0.8,35.0,111.0,1.2,0.0,0.3,0.0,1.5,0.2,0.1,0.2,3090.0,8.7,986.0,107.0,1240.0,0.3,0.1,0.5,,0.1,,110.4,,,,,,,,,,,,,17,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4814460,BELL BORATE OIL,22/12/2022 00:00:00,2022-12-21,2022-12-22,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,13.0,6.2,1.0,0.2,8.4,11.0,0.3,0.0,1.5,0.0,0.5,0.1,0.0,0.2,2919.0,13.0,926.0,103.0,1167.0,0.3,0.1,0.1,,0.1,,109.0,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4814461,BELL BORATE OIL,22/12/2022 00:00:00,2022-12-21,2022-12-22,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,12.0,6.9,1.0,0.3,6.9,31.0,0.7,0.0,1.5,0.0,0.9,0.1,0.0,0.5,3227.0,14.0,1026.0,107.0,1313.0,0.4,0.0,0.2,,0.0,,108.6,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4814464,BELL BORATE OIL,22/12/2022 00:00:00,2022-12-21,2022-12-22,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,14.0,6.9,0.8,0.2,2.0,26.0,2.0,0.0,1.6,0.0,0.8,0.1,0.0,0.2,3408.0,14.0,1069.0,109.0,1405.0,0.3,0.0,0.0,,0.0,,108.2,,,,,,,,,,,,,10,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4994458,BELL BORATE OIL,22/12/2022 00:00:00,2022-12-21,2022-12-22,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,8.6,3.4,1.5,24.0,231.0,2.0,1.5,4.3,1.3,3.7,1.2,1.2,1.4,3225.0,12.0,1016.0,118.0,1299.0,1.6,1.1,1.4,,1.3,,112.2,,,,,,,,,,,,,68,,0.1,,Normal
,BELL EQUIPMENT UK LTD,,BELL,,4994459,BELL BORATE OIL,22/12/2022 00:00:00,2022-12-21,2022-12-22,1,,Condition satisfactory.,satisfactory,Satisfactory,N/A,,,11.0,7.7,1.6,0.3,28.0,226.0,0.3,0.0,1.1,0.0,2.6,0.1,0.1,0.3,3473.0,11.0,1085.0,106.0,1428.0,0.4,0.1,0.7,,0.1,,112.3,,,,,,,,,,,,,71,,0.1,,Normal
